"therapy","from_state","to_state","probability","note"
"ADA","Mild","Mild",0.32584307150995,"8-week probability computed via M_2wk^4 (Chapman-Kolmogorov) from Aliyev et al. 2019 Appendix S2, Supplementary Table 4 (2-week cycle, verified against the table image). Moderate-Severe treated as absorbing for biologic arms (they exit to the CT track in this study's model, analysis_plan.md §6.1; not a value Aliyev reports)."
"ADA","Mild","Remission",0.04893596723181,"8-week probability computed via M_2wk^4 (Chapman-Kolmogorov) from Aliyev et al. 2019 Appendix S2, Supplementary Table 4 (2-week cycle, verified against the table image). Moderate-Severe treated as absorbing for biologic arms (they exit to the CT track in this study's model, analysis_plan.md §6.1; not a value Aliyev reports)."
"ADA","Mild","Surgery",0.009659823189772,"8-week probability computed via M_2wk^4 (Chapman-Kolmogorov) from Aliyev et al. 2019 Appendix S2, Supplementary Table 4 (2-week cycle, verified against the table image). Moderate-Severe treated as absorbing for biologic arms (they exit to the CT track in this study's model, analysis_plan.md §6.1; not a value Aliyev reports)."
"ADA","Mild","Death",0.0002111873429667,"8-week probability computed via M_2wk^4 (Chapman-Kolmogorov) from Aliyev et al. 2019 Appendix S2, Supplementary Table 4 (2-week cycle, verified against the table image). Moderate-Severe treated as absorbing for biologic arms (they exit to the CT track in this study's model, analysis_plan.md §6.1; not a value Aliyev reports)."
"ADA","Remission","Moderate-Severe",0.0047205089921,"8-week probability computed via M_2wk^4 (Chapman-Kolmogorov) from Aliyev et al. 2019 Appendix S2, Supplementary Table 4 (2-week cycle, verified against the table image). Moderate-Severe treated as absorbing for biologic arms (they exit to the CT track in this study's model, analysis_plan.md §6.1; not a value Aliyev reports)."
"ADA","Remission","Moderate-Severe Responder",0.012014802225,"8-week probability computed via M_2wk^4 (Chapman-Kolmogorov) from Aliyev et al. 2019 Appendix S2, Supplementary Table 4 (2-week cycle, verified against the table image). Moderate-Severe treated as absorbing for biologic arms (they exit to the CT track in this study's model, analysis_plan.md §6.1; not a value Aliyev reports)."
"ADA","Remission","Mild",0.02172120497,"8-week probability computed via M_2wk^4 (Chapman-Kolmogorov) from Aliyev et al. 2019 Appendix S2, Supplementary Table 4 (2-week cycle, verified against the table image). Moderate-Severe treated as absorbing for biologic arms (they exit to the CT track in this study's model, analysis_plan.md §6.1; not a value Aliyev reports)."
"ADA","Remission","Remission",0.96128345529725,"8-week probability computed via M_2wk^4 (Chapman-Kolmogorov) from Aliyev et al. 2019 Appendix S2, Supplementary Table 4 (2-week cycle, verified against the table image). Moderate-Severe treated as absorbing for biologic arms (they exit to the CT track in this study's model, analysis_plan.md §6.1; not a value Aliyev reports)."
"ADA","Remission","Surgery",0.0002121851872,"8-week probability computed via M_2wk^4 (Chapman-Kolmogorov) from Aliyev et al. 2019 Appendix S2, Supplementary Table 4 (2-week cycle, verified against the table image). Moderate-Severe treated as absorbing for biologic arms (they exit to the CT track in this study's model, analysis_plan.md §6.1; not a value Aliyev reports)."
"ADA","Remission","Death",0.00023979745689,"8-week probability computed via M_2wk^4 (Chapman-Kolmogorov) from Aliyev et al. 2019 Appendix S2, Supplementary Table 4 (2-week cycle, verified against the table image). Moderate-Severe treated as absorbing for biologic arms (they exit to the CT track in this study's model, analysis_plan.md §6.1; not a value Aliyev reports)."
"ADA","Surgery","Moderate-Severe",0.0239466310183128,"8-week probability computed via M_2wk^4 (Chapman-Kolmogorov) from Aliyev et al. 2019 Appendix S2, Supplementary Table 4 (2-week cycle, verified against the table image). Moderate-Severe treated as absorbing for biologic arms (they exit to the CT track in this study's model, analysis_plan.md §6.1; not a value Aliyev reports)."
"ADA","Surgery","Moderate-Severe Responder",0.01586728518356,"8-week probability computed via M_2wk^4 (Chapman-Kolmogorov) from Aliyev et al. 2019 Appendix S2, Supplementary Table 4 (2-week cycle, verified against the table image). Moderate-Severe treated as absorbing for biologic arms (they exit to the CT track in this study's model, analysis_plan.md §6.1; not a value Aliyev reports)."
"ADA","Surgery","Mild",0.02530200824836,"8-week probability computed via M_2wk^4 (Chapman-Kolmogorov) from Aliyev et al. 2019 Appendix S2, Supplementary Table 4 (2-week cycle, verified against the table image). Moderate-Severe treated as absorbing for biologic arms (they exit to the CT track in this study's model, analysis_plan.md §6.1; not a value Aliyev reports)."
"ADA","Surgery","Remission",0.935384812870098,"8-week probability computed via M_2wk^4 (Chapman-Kolmogorov) from Aliyev et al. 2019 Appendix S2, Supplementary Table 4 (2-week cycle, verified against the table image). Moderate-Severe treated as absorbing for biologic arms (they exit to the CT track in this study's model, analysis_plan.md §6.1; not a value Aliyev reports)."
"ADA","Surgery","Surgery",0.0004239974330176,"8-week probability computed via M_2wk^4 (Chapman-Kolmogorov) from Aliyev et al. 2019 Appendix S2, Supplementary Table 4 (2-week cycle, verified against the table image). Moderate-Severe treated as absorbing for biologic arms (they exit to the CT track in this study's model, analysis_plan.md §6.1; not a value Aliyev reports)."
"ADA","Surgery","Death",0.00023688647558736,"8-week probability computed via M_2wk^4 (Chapman-Kolmogorov) from Aliyev et al. 2019 Appendix S2, Supplementary Table 4 (2-week cycle, verified against the table image). Moderate-Severe treated as absorbing for biologic arms (they exit to the CT track in this study's model, analysis_plan.md §6.1; not a value Aliyev reports)."
"ADA","Death","Moderate-Severe",0,"8-week probability computed via M_2wk^4 (Chapman-Kolmogorov) from Aliyev et al. 2019 Appendix S2, Supplementary Table 4 (2-week cycle, verified against the table image). Moderate-Severe treated as absorbing for biologic arms (they exit to the CT track in this study's model, analysis_plan.md §6.1; not a value Aliyev reports)."
"ADA","Death","Moderate-Severe Responder",0,"8-week probability computed via M_2wk^4 (Chapman-Kolmogorov) from Aliyev et al. 2019 Appendix S2, Supplementary Table 4 (2-week cycle, verified against the table image). Moderate-Severe treated as absorbing for biologic arms (they exit to the CT track in this study's model, analysis_plan.md §6.1; not a value Aliyev reports)."
"ADA","Death","Mild",0,"8-week probability computed via M_2wk^4 (Chapman-Kolmogorov) from Aliyev et al. 2019 Appendix S2, Supplementary Table 4 (2-week cycle, verified against the table image). Moderate-Severe treated as absorbing for biologic arms (they exit to the CT track in this study's model, analysis_plan.md §6.1; not a value Aliyev reports)."
"ADA","Death","Remission",0,"8-week probability computed via M_2wk^4 (Chapman-Kolmogorov) from Aliyev et al. 2019 Appendix S2, Supplementary Table 4 (2-week cycle, verified against the table image). Moderate-Severe treated as absorbing for biologic arms (they exit to the CT track in this study's model, analysis_plan.md §6.1; not a value Aliyev reports)."
"ADA","Death","Surgery",0,"8-week probability computed via M_2wk^4 (Chapman-Kolmogorov) from Aliyev et al. 2019 Appendix S2, Supplementary Table 4 (2-week cycle, verified against the table image). Moderate-Severe treated as absorbing for biologic arms (they exit to the CT track in this study's model, analysis_plan.md §6.1; not a value Aliyev reports)."
"ADA","Death","Death",1,"8-week probability computed via M_2wk^4 (Chapman-Kolmogorov) from Aliyev et al. 2019 Appendix S2, Supplementary Table 4 (2-week cycle, verified against the table image). Moderate-Severe treated as absorbing for biologic arms (they exit to the CT track in this study's model, analysis_plan.md §6.1; not a value Aliyev reports)."
"CT","Moderate-Severe","Moderate-Severe",0.569372113499883,"8-week probability computed via M_2wk^4 (Chapman-Kolmogorov) from Aliyev et al. 2019 Appendix S2, Supplementary Table 4 (2-week cycle, verified against the table image). Moderate-Severe treated as absorbing for biologic arms (they exit to the CT track in this study's model, analysis_plan.md §6.1; not a value Aliyev reports)."
"CT","Moderate-Severe","Moderate-Severe Responder",0.13688429142384,"8-week probability computed via M_2wk^4 (Chapman-Kolmogorov) from Aliyev et al. 2019 Appendix S2, Supplementary Table 4 (2-week cycle, verified against the table image). Moderate-Severe treated as absorbing for biologic arms (they exit to the CT track in this study's model, analysis_plan.md §6.1; not a value Aliyev reports)."
"CT","Moderate-Severe","Mild",0.13966012553664,"8-week probability computed via M_2wk^4 (Chapman-Kolmogorov) from Aliyev et al. 2019 Appendix S2, Supplementary Table 4 (2-week cycle, verified against the table image). Moderate-Severe treated as absorbing for biologic arms (they exit to the CT track in this study's model, analysis_plan.md §6.1; not a value Aliyev reports)."
"CT","Moderate-Severe","Remission",0.114351433455552,"8-week probability computed via M_2wk^4 (Chapman-Kolmogorov) from Aliyev et al. 2019 Appendix S2, Supplementary Table 4 (2-week cycle, verified against the table image). Moderate-Severe treated as absorbing for biologic arms (they exit to the CT track in this study's model, analysis_plan.md §6.1; not a value Aliyev reports)."
"CT","Moderate-Severe","Surgery",0.0387865949501952,"8-week probability computed via M_2wk^4 (Chapman-Kolmogorov) from Aliyev et al. 2019 Appendix S2, Supplementary Table 4 (2-week cycle, verified against the table image). Moderate-Severe treated as absorbing for biologic arms (they exit to the CT track in this study's model, analysis_plan.md §6.1; not a value Aliyev reports)."
"CT","Moderate-Severe","Death",0.00023988683523552,"8-week probability computed via M_2wk^4 (Chapman-Kolmogorov) from Aliyev et al. 2019 Appendix S2, Supplementary Table 4 (2-week cycle, verified against the table image). Moderate-Severe treated as absorbing for biologic arms (they exit to the CT track in this study's model, analysis_plan.md §6.1; not a value Aliyev reports)."
"CT","Moderate-Severe Responder","Moderate-Severe",0.201593393262454,"8-week probability computed via M_2wk^4 (Chapman-Kolmogorov) from Aliyev et al. 2019 Appendix S2, Supplementary Table 4 (2-week cycle, verified against the table image). Moderate-Severe treated as absorbing for biologic arms (they exit to the CT track in this study's model, analysis_plan.md §6.1; not a value Aliyev reports)."
"CT","Moderate-Severe Responder","Moderate-Severe Responder",0.33728011004672,"8-week probability computed via M_2wk^4 (Chapman-Kolmogorov) from Aliyev et al. 2019 Appendix S2, Supplementary Table 4 (2-week cycle, verified against the table image). Moderate-Severe treated as absorbing for biologic arms (they exit to the CT track in this study's model, analysis_plan.md §6.1; not a value Aliyev reports)."
"CT","Moderate-Severe Responder","Mild",0.33977105841992,"8-week probability computed via M_2wk^4 (Chapman-Kolmogorov) from Aliyev et al. 2019 Appendix S2, Supplementary Table 4 (2-week cycle, verified against the table image). Moderate-Severe treated as absorbing for biologic arms (they exit to the CT track in this study's model, analysis_plan.md §6.1; not a value Aliyev reports)."
"CT","Moderate-Severe Responder","Remission",0.095803068639456,"8-week probability computed via M_2wk^4 (Chapman-Kolmogorov) from Aliyev et al. 2019 Appendix S2, Supplementary Table 4 (2-week cycle, verified against the table image). Moderate-Severe treated as absorbing for biologic arms (they exit to the CT track in this study's model, analysis_plan.md §6.1; not a value Aliyev reports)."
"CT","Moderate-Severe Responder","Surgery",0.0269976176474304,"8-week probability computed via M_2wk^4 (Chapman-Kolmogorov) from Aliyev et al. 2019 Appendix S2, Supplementary Table 4 (2-week cycle, verified against the table image). Moderate-Severe treated as absorbing for biologic arms (they exit to the CT track in this study's model, analysis_plan.md §6.1; not a value Aliyev reports)."
"CT","Moderate-Severe Responder","Death",0.00024014259945984,"8-week probability computed via M_2wk^4 (Chapman-Kolmogorov) from Aliyev et al. 2019 Appendix S2, Supplementary Table 4 (2-week cycle, verified against the table image). Moderate-Severe treated as absorbing for biologic arms (they exit to the CT track in this study's model, analysis_plan.md §6.1; not a value Aliyev reports)."
"CT","Mild","Moderate-Severe",0.223336692485182,"8-week probability computed via M_2wk^4 (Chapman-Kolmogorov) from Aliyev et al. 2019 Appendix S2, Supplementary Table 4 (2-week cycle, verified against the table image). Moderate-Severe treated as absorbing for biologic arms (they exit to the CT track in this study's model, analysis_plan.md §6.1; not a value Aliyev reports)."
"CT","Mild","Moderate-Severe Responder",0.34054435367052,"8-week probability computed via M_2wk^4 (Chapman-Kolmogorov) from Aliyev et al. 2019 Appendix S2, Supplementary Table 4 (2-week cycle, verified against the table image). Moderate-Severe treated as absorbing for biologic arms (they exit to the CT track in this study's model, analysis_plan.md §6.1; not a value Aliyev reports)."
"CT","Mild","Mild",0.34196423363412,"8-week probability computed via M_2wk^4 (Chapman-Kolmogorov) from Aliyev et al. 2019 Appendix S2, Supplementary Table 4 (2-week cycle, verified against the table image). Moderate-Severe treated as absorbing for biologic arms (they exit to the CT track in this study's model, analysis_plan.md §6.1; not a value Aliyev reports)."
"CT","Mild","Remission",0.067251719133216,"8-week probability computed via M_2wk^4 (Chapman-Kolmogorov) from Aliyev et al. 2019 Appendix S2, Supplementary Table 4 (2-week cycle, verified against the table image). Moderate-Severe treated as absorbing for biologic arms (they exit to the CT track in this study's model, analysis_plan.md §6.1; not a value Aliyev reports)."
"CT","Mild","Surgery",0.0283733209322208,"8-week probability computed via M_2wk^4 (Chapman-Kolmogorov) from Aliyev et al. 2019 Appendix S2, Supplementary Table 4 (2-week cycle, verified against the table image). Moderate-Severe treated as absorbing for biologic arms (they exit to the CT track in this study's model, analysis_plan.md §6.1; not a value Aliyev reports)."
"CT","Mild","Death",0.00024015322744728,"8-week probability computed via M_2wk^4 (Chapman-Kolmogorov) from Aliyev et al. 2019 Appendix S2, Supplementary Table 4 (2-week cycle, verified against the table image). Moderate-Severe treated as absorbing for biologic arms (they exit to the CT track in this study's model, analysis_plan.md §6.1; not a value Aliyev reports)."
"CT","Remission","Moderate-Severe",0.01500569105826,"8-week probability computed via M_2wk^4 (Chapman-Kolmogorov) from Aliyev et al. 2019 Appendix S2, Supplementary Table 4 (2-week cycle, verified against the table image). Moderate-Severe treated as absorbing for biologic arms (they exit to the CT track in this study's model, analysis_plan.md §6.1; not a value Aliyev reports)."
"CT","Remission","Moderate-Severe Responder",0.041161517397,"8-week probability computed via M_2wk^4 (Chapman-Kolmogorov) from Aliyev et al. 2019 Appendix S2, Supplementary Table 4 (2-week cycle, verified against the table image). Moderate-Severe treated as absorbing for biologic arms (they exit to the CT track in this study's model, analysis_plan.md §6.1; not a value Aliyev reports)."
"CT","Remission","Mild",0.072645089482,"8-week probability computed via M_2wk^4 (Chapman-Kolmogorov) from Aliyev et al. 2019 Appendix S2, Supplementary Table 4 (2-week cycle, verified against the table image). Moderate-Severe treated as absorbing for biologic arms (they exit to the CT track in this study's model, analysis_plan.md §6.1; not a value Aliyev reports)."
"CT","Remission","Remission",0.8694669388786,"8-week probability computed via M_2wk^4 (Chapman-Kolmogorov) from Aliyev et al. 2019 Appendix S2, Supplementary Table 4 (2-week cycle, verified against the table image). Moderate-Severe treated as absorbing for biologic arms (they exit to the CT track in this study's model, analysis_plan.md §6.1; not a value Aliyev reports)."
"CT","Remission","Surgery",0.00180788387472,"8-week probability computed via M_2wk^4 (Chapman-Kolmogorov) from Aliyev et al. 2019 Appendix S2, Supplementary Table 4 (2-week cycle, verified against the table image). Moderate-Severe treated as absorbing for biologic arms (they exit to the CT track in this study's model, analysis_plan.md §6.1; not a value Aliyev reports)."
"CT","Remission","Death",0.000240003877692,"8-week probability computed via M_2wk^4 (Chapman-Kolmogorov) from Aliyev et al. 2019 Appendix S2, Supplementary Table 4 (2-week cycle, verified against the table image). Moderate-Severe treated as absorbing for biologic arms (they exit to the CT track in this study's model, analysis_plan.md §6.1; not a value Aliyev reports)."
"CT","Surgery","Moderate-Severe",0.0226967006092576,"8-week probability computed via M_2wk^4 (Chapman-Kolmogorov) from Aliyev et al. 2019 Appendix S2, Supplementary Table 4 (2-week cycle, verified against the table image). Moderate-Severe treated as absorbing for biologic arms (they exit to the CT track in this study's model, analysis_plan.md §6.1; not a value Aliyev reports)."
"CT","Surgery","Moderate-Severe Responder",0.03687320052652,"8-week probability computed via M_2wk^4 (Chapman-Kolmogorov) from Aliyev et al. 2019 Appendix S2, Supplementary Table 4 (2-week cycle, verified against the table image). Moderate-Severe treated as absorbing for biologic arms (they exit to the CT track in this study's model, analysis_plan.md §6.1; not a value Aliyev reports)."
"CT","Surgery","Mild",0.06836873609172,"8-week probability computed via M_2wk^4 (Chapman-Kolmogorov) from Aliyev et al. 2019 Appendix S2, Supplementary Table 4 (2-week cycle, verified against the table image). Moderate-Severe treated as absorbing for biologic arms (they exit to the CT track in this study's model, analysis_plan.md §6.1; not a value Aliyev reports)."
"CT","Surgery","Remission",0.870950953892496,"8-week probability computed via M_2wk^4 (Chapman-Kolmogorov) from Aliyev et al. 2019 Appendix S2, Supplementary Table 4 (2-week cycle, verified against the table image). Moderate-Severe treated as absorbing for biologic arms (they exit to the CT track in this study's model, analysis_plan.md §6.1; not a value Aliyev reports)."
"CT","Surgery","Surgery",0.0021615069125344,"8-week probability computed via M_2wk^4 (Chapman-Kolmogorov) from Aliyev et al. 2019 Appendix S2, Supplementary Table 4 (2-week cycle, verified against the table image). Moderate-Severe treated as absorbing for biologic arms (they exit to the CT track in this study's model, analysis_plan.md §6.1; not a value Aliyev reports)."
"CT","Surgery","Death",0.00024017456427624,"8-week probability computed via M_2wk^4 (Chapman-Kolmogorov) from Aliyev et al. 2019 Appendix S2, Supplementary Table 4 (2-week cycle, verified against the table image). Moderate-Severe treated as absorbing for biologic arms (they exit to the CT track in this study's model, analysis_plan.md §6.1; not a value Aliyev reports)."
"CT","Death","Moderate-Severe",0,"8-week probability computed via M_2wk^4 (Chapman-Kolmogorov) from Aliyev et al. 2019 Appendix S2, Supplementary Table 4 (2-week cycle, verified against the table image). Moderate-Severe treated as absorbing for biologic arms (they exit to the CT track in this study's model, analysis_plan.md §6.1; not a value Aliyev reports)."
"CT","Death","Moderate-Severe Responder",0,"8-week probability computed via M_2wk^4 (Chapman-Kolmogorov) from Aliyev et al. 2019 Appendix S2, Supplementary Table 4 (2-week cycle, verified against the table image). Moderate-Severe treated as absorbing for biologic arms (they exit to the CT track in this study's model, analysis_plan.md §6.1; not a value Aliyev reports)."
"CT","Death","Mild",0,"8-week probability computed via M_2wk^4 (Chapman-Kolmogorov) from Aliyev et al. 2019 Appendix S2, Supplementary Table 4 (2-week cycle, verified against the table image). Moderate-Severe treated as absorbing for biologic arms (they exit to the CT track in this study's model, analysis_plan.md §6.1; not a value Aliyev reports)."
"CT","Death","Remission",0,"8-week probability computed via M_2wk^4 (Chapman-Kolmogorov) from Aliyev et al. 2019 Appendix S2, Supplementary Table 4 (2-week cycle, verified against the table image). Moderate-Severe treated as absorbing for biologic arms (they exit to the CT track in this study's model, analysis_plan.md §6.1; not a value Aliyev reports)."
"CT","Death","Surgery",0,"8-week probability computed via M_2wk^4 (Chapman-Kolmogorov) from Aliyev et al. 2019 Appendix S2, Supplementary Table 4 (2-week cycle, verified against the table image). Moderate-Severe treated as absorbing for biologic arms (they exit to the CT track in this study's model, analysis_plan.md §6.1; not a value Aliyev reports)."
"CT","Death","Death",1,"8-week probability computed via M_2wk^4 (Chapman-Kolmogorov) from Aliyev et al. 2019 Appendix S2, Supplementary Table 4 (2-week cycle, verified against the table image). Moderate-Severe treated as absorbing for biologic arms (they exit to the CT track in this study's model, analysis_plan.md §6.1; not a value Aliyev reports)."
